,Name,Gender,Economic Status,Height,Weight,Age,Income
428,Acus,Female,Rich,168.0,68.0,36.0,20956.0
429,Axairav,Female,Middle Class,167.0,77.0,41.0,19000.0
430,Buru,Male,Rich,178.0,86.0,40.0,18404.0
431,Ücenuñaz,Male,Middle Class,189.0,78.0,36.0,19139.0
432,Üup,Female,Middle Class,189.0,72.0,42.0,20235.0
433,Uajüa,Female,Poor,187.0,76.0,39.0,19555.0
434,Oju,Female,Middle Class,164.0,73.0,32.0,19992.0
435,Uemenübig,Female,Rich,182.0,82.0,36.0,20089.0
436,Ejubaz,Female,Middle Class,182.0,77.0,37.0,19075.0
437,Anul,Female,Rich,166.0,67.0,36.0,18611.0
438,Eqazupanez,Female,Poor,186.0,80.0,33.0,19647.0
439,Apamul,Female,Poor,176.0,72.0,39.0,21357.0
440,Elxid,Male,Middle Class,169.0,84.0,40.0,19726.0
441,Rehizal,Male,Middle Class,171.0,66.0,39.0,19661.0
442,Yñoxor,Male,Poor,167.0,89.0,42.0,19027.0
443,Ñodow,Female,Poor,161.0,76.0,40.0,18584.0
444,Igiñosiwoñ,Female,Rich,175.0,81.0,31.0,20519.0
445,Aop,Female,Poor,172.0,69.0,37.0,21061.0
446,Etoy,Male,Rich,174.0,79.0,42.0,19526.0
447,Edol,Male,Poor,167.0,87.0,41.0,20861.0
448,Ezzaj,Male,Poor,171.0,84.0,41.0,19380.0
449,Üuucüz,Female,Rich,190.0,77.0,34.0,18909.0
450,Ucobüt,Male,Middle Class,170.0,82.0,42.0,20702.0
451,Üwaysiz,Male,Poor,179.0,66.0,42.0,18869.0
452,Obiñ,Female,Poor,172.0,89.0,32.0,20422.0
453,Evey,Female,Rich,164.0,69.0,39.0,21068.0
454,Ievev,Female,Rich,182.0,81.0,38.0,18237.0
455,Hücuv,Female,Rich,188.0,68.0,39.0,21187.0
456,Iwm,Female,Middle Class,180.0,84.0,31.0,21253.0
457,Asus,Male,Middle Class,190.0,70.0,36.0,19527.0
458,Acadq,Male,Poor,168.0,70.0,33.0,19993.0
459,Üjt,Female,Middle Class,190.0,90.0,32.0,18162.0
460,Olayivaq,Female,Poor,163.0,73.0,42.0,18600.0
461,Abünilam,Male,Middle Class,184.0,85.0,36.0,21161.0
462,Üjl,Female,Rich,165.0,80.0,37.0,19194.0
463,Fibap,Male,Poor,162.0,86.0,35.0,19692.0
464,Itulüp,Male,Middle Class,188.0,89.0,40.0,21024.0
465,Ufuwup,Male,Rich,188.0,88.0,33.0,21131.0
466,Bor,Male,Poor,181.0,84.0,38.0,18355.0
467,Diruc,Female,Poor,171.0,69.0,35.0,19962.0
468,Anümül,Male,Poor,162.0,85.0,39.0,20553.0
469,Polzol,Male,Rich,164.0,79.0,37.0,18340.0
470,Anigunex,Male,Rich,178.0,69.0,40.0,19616.0
471,Ijcecüoc,Female,Middle Class,163.0,83.0,42.0,19716.0
472,Upaw,Male,Rich,161.0,86.0,36.0,19231.0
473,Onünobw,Male,Middle Class,169.0,76.0,36.0,21118.0
474,Oxqizün,Male,Rich,169.0,73.0,34.0,19163.0
475,Enüpibür,Male,Middle Class,162.0,81.0,42.0,19174.0
476,Aqocay,Female,Poor,178.0,81.0,38.0,20753.0
477,Uül,Male,Poor,183.0,70.0,42.0,18265.0
478,Esañ,Male,Middle Class,176.0,68.0,31.0,19114.0
479,Udafal,Female,Poor,189.0,70.0,32.0,20660.0
480,Eloj,Male,Middle Class,188.0,90.0,40.0,19452.0
481,Ocjizüx,Female,Rich,181.0,80.0,35.0,20195.0
482,Ümt,Male,Rich,164.0,76.0,35.0,21418.0
483,Ahul,Male,Middle Class,186.0,71.0,37.0,20262.0
484,Oñiv,Male,Poor,179.0,76.0,38.0,18403.0
485,Anw,Male,Poor,190.0,82.0,41.0,18293.0
486,Equlüc,Female,Middle Class,170.0,90.0,34.0,19125.0
487,Eyof,Female,Rich,189.0,78.0,37.0,20705.0
488,Utinog,Female,Rich,168.0,72.0,38.0,19058.0
489,Iliüüs,Female,Rich,166.0,75.0,40.0,21403.0
490,Asaaq,Male,Rich,177.0,66.0,38.0,20678.0
491,Afeor,Female,Poor,189.0,90.0,33.0,19195.0
492,Üveujew,Female,Rich,164.0,90.0,33.0,19396.0
493,Amüñoqul,Male,Poor,168.0,86.0,35.0,18743.0
494,Oludübij,Male,Poor,164.0,83.0,39.0,18563.0
495,Obe,Male,Poor,183.0,76.0,35.0,21044.0
496,Alif,Male,Poor,186.0,71.0,41.0,21083.0
497,Ürutlur,Female,Poor,190.0,67.0,40.0,18322.0
498,Aojorar,Female,Middle Class,176.0,85.0,36.0,19216.0
499,Ina,Male,Middle Class,184.0,73.0,36.0,20678.0
500,Oüy,Female,Rich,183.0,88.0,36.0,20430.0
501,Üditejad,Male,Rich,170.0,71.0,34.0,20173.0
502,Üxul,Female,Middle Class,180.0,87.0,39.0,19162.0
503,Owaq,Male,Middle Class,173.0,83.0,32.0,21055.0
504,Eüpurig,Female,Rich,171.0,89.0,39.0,18959.0
505,Ilü,Female,Middle Class,177.0,86.0,34.0,18957.0
506,Awdiñp,Female,Rich,173.0,68.0,38.0,19229.0
507,Aaoola,Female,Rich,170.0,71.0,33.0,18177.0
508,Üvüj,Female,Middle Class,189.0,81.0,38.0,19210.0
509,Pac,Female,Rich,187.0,78.0,34.0,19614.0
510,Fiqeb,Female,Middle Class,172.0,78.0,31.0,19990.0
511,Oceyom,Female,Poor,179.0,72.0,32.0,18980.0
512,Ezerep,Female,Poor,184.0,80.0,31.0,19863.0
513,Ogigah,Female,Middle Class,176.0,83.0,39.0,19060.0
514,Oguavub,Female,Rich,166.0,88.0,31.0,20018.0
515,Emüw,Female,Poor,166.0,75.0,35.0,19186.0
516,Uyolüjüq,Female,Poor,162.0,68.0,34.0,19384.0
517,Üqelup,Female,Poor,170.0,66.0,38.0,20871.0
518,Ubir,Female,Poor,181.0,70.0,40.0,19152.0
519,Oqewogs,Male,Poor,175.0,71.0,33.0,18144.0
520,Xopi,Male,Poor,179.0,66.0,39.0,18798.0
521,Ülirum,Male,Poor,175.0,76.0,42.0,21373.0
522,Esaxob,Female,Rich,180.0,76.0,35.0,18487.0
523,Ovazecl,Male,Poor,181.0,89.0,39.0,19943.0
524,Ajbüt,Male,Poor,182.0,79.0,32.0,20284.0
525,Aqejeaxax,Male,Middle Class,165.0,75.0,35.0,18466.0
526,Uhasud,Male,Middle Class,180.0,78.0,33.0,18866.0
527,Eruodox,Female,Poor,162.0,88.0,31.0,20136.0
528,Ücoot,Female,Middle Class,163.0,88.0,35.0,21208.0
529,Udüw,Male,Rich,173.0,76.0,33.0,18579.0
530,Alxuc,Male,Middle Class,186.0,83.0,41.0,18027.0
531,Vütehuluj,Male,Rich,167.0,78.0,38.0,18208.0
532,Üuhütt,Female,Rich,188.0,67.0,41.0,20213.0
533,Ñag,Male,Rich,173.0,66.0,38.0,19126.0
534,Ürüduw,Male,Middle Class,172.0,76.0,33.0,20352.0
535,Ügulacün,Female,Poor,185.0,81.0,40.0,20684.0
536,Ñpañol,Male,Rich,182.0,80.0,39.0,19381.0
537,Lagayü,Male,Poor,165.0,87.0,31.0,21401.0
538,Aerüz,Female,Rich,180.0,72.0,33.0,18416.0
539,Idog,Female,Middle Class,189.0,83.0,42.0,20780.0
540,Aehüz,Male,Rich,173.0,70.0,34.0,19667.0
541,Rumüj,Male,Middle Class,164.0,76.0,35.0,19095.0
542,Iyügülol,Female,Rich,182.0,67.0,37.0,20665.0
543,Elazez,Female,Rich,185.0,88.0,35.0,18079.0
544,Iyulix,Female,Middle Class,167.0,76.0,35.0,20001.0
545,Üvag,Male,Middle Class,176.0,87.0,42.0,19523.0
546,Üat,Male,Poor,174.0,67.0,35.0,20089.0
547,Uqbif,Male,Middle Class,177.0,72.0,36.0,18639.0
548,Ozenur,Male,Rich,161.0,67.0,39.0,18122.0
549,Ixaane,Female,Poor,190.0,74.0,38.0,20867.0
550,Ütuhoxem,Female,Poor,174.0,81.0,41.0,20364.0
551,Ofaraj,Female,Middle Class,181.0,88.0,39.0,18836.0
552,Ewox,Female,Poor,189.0,77.0,31.0,21305.0
553,Aramo,Male,Poor,176.0,70.0,34.0,20661.0
554,Eüluzaz,Male,Rich,162.0,86.0,32.0,18947.0
555,Aüpo,Male,Rich,179.0,75.0,37.0,21157.0
556,Iiyop,Female,Poor,162.0,77.0,31.0,19934.0
557,Ubebv,Male,Middle Class,167.0,80.0,31.0,18804.0
558,Üñizaf,Male,Rich,189.0,68.0,35.0,20405.0
559,Ugüw,Female,Rich,182.0,72.0,33.0,19536.0
560,Obv,Male,Rich,174.0,71.0,34.0,18416.0
561,Obosx,Male,Rich,190.0,70.0,40.0,19591.0
562,Ilodüx,Male,Middle Class,171.0,68.0,38.0,19228.0
563,Egat,Male,Rich,171.0,76.0,41.0,20993.0
564,Ixtoqür,Female,Middle Class,189.0,87.0,37.0,19735.0
565,Ilesepiy,Male,Middle Class,173.0,82.0,42.0,19818.0
566,Xum,Male,Poor,180.0,69.0,33.0,21344.0
567,Ayawirot,Male,Middle Class,174.0,88.0,42.0,19056.0
568,Inüüf,Female,Poor,171.0,75.0,39.0,19804.0
569,Ehqijix,Male,Rich,165.0,66.0,33.0,20117.0
570,Doojp,Male,Middle Class,164.0,74.0,31.0,20976.0
571,Alg,Male,Middle Class,189.0,75.0,34.0,19090.0
572,Icohep,Male,Middle Class,165.0,76.0,41.0,19903.0
573,Fug,Female,Rich,180.0,87.0,31.0,19772.0
574,Etax,Male,Rich,168.0,78.0,37.0,19765.0
575,Ueliuj,Female,Rich,179.0,67.0,37.0,18378.0
576,Ewoduc,Male,Rich,183.0,90.0,32.0,19442.0
577,Ulorüxüw,Male,Rich,168.0,83.0,37.0,18982.0
578,Alabi,Male,Rich,182.0,90.0,34.0,21166.0
579,Oñex,Male,Middle Class,172.0,76.0,36.0,19659.0
580,Eveyiyat,Male,Middle Class,178.0,74.0,33.0,19059.0
581,Ufeñil,Female,Middle Class,190.0,67.0,35.0,19422.0
582,Üxühem,Male,Poor,163.0,66.0,38.0,20167.0
583,Owupulh,Male,Middle Class,173.0,77.0,38.0,19802.0
584,Üxup,Male,Poor,175.0,75.0,37.0,18185.0
585,Oxupuvü,Female,Rich,183.0,75.0,36.0,19519.0
586,Ujam,Female,Middle Class,165.0,83.0,31.0,18820.0
587,Ewicba,Male,Rich,182.0,84.0,37.0,19181.0
588,Luyüpev,Male,Poor,184.0,84.0,31.0,21370.0
589,Eyoñühiñit,Male,Rich,167.0,88.0,36.0,19562.0
590,Topij,Female,Rich,173.0,72.0,41.0,18006.0
591,Ñideet,Female,Middle Class,178.0,75.0,31.0,19393.0
592,Fdühül,Female,Rich,171.0,84.0,41.0,19549.0
593,Atolü,Female,Middle Class,190.0,75.0,31.0,19153.0
594,Qoqevd,Male,Poor,184.0,77.0,31.0,18189.0
595,Uñosüjop,Male,Rich,162.0,66.0,32.0,19505.0
596,Efocj,Female,Poor,189.0,68.0,31.0,21278.0
597,Üqujexel,Female,Rich,162.0,69.0,33.0,20101.0
598,Ivolzüdüg,Male,Middle Class,173.0,82.0,34.0,19382.0
599,Üyoüz,Male,Middle Class,169.0,87.0,34.0,21193.0
600,Qüet,Female,Rich,170.0,68.0,40.0,18342.0
601,Yül,Female,Middle Class,170.0,69.0,31.0,21475.0
602,Ejurigt,Female,Poor,187.0,80.0,33.0,18258.0
603,Üipa,Male,Poor,178.0,80.0,36.0,18464.0
604,Uümüv,Male,Poor,167.0,80.0,38.0,19041.0
605,Ooc,Male,Poor,187.0,85.0,33.0,19533.0
606,Aal,Female,Middle Class,190.0,78.0,35.0,19751.0
607,Saq,Female,Middle Class,166.0,76.0,36.0,19234.0
608,Üsañ,Female,Rich,168.0,70.0,31.0,21135.0
609,Ebefej,Female,Middle Class,170.0,88.0,40.0,19241.0
610,Ozifb,Male,Rich,171.0,86.0,34.0,18160.0
611,Ünutünex,Female,Middle Class,165.0,87.0,40.0,20257.0
612,Alein,Female,Rich,170.0,72.0,35.0,20933.0
613,Üjuw,Female,Poor,190.0,87.0,37.0,19227.0
614,Uez,Female,Middle Class,183.0,90.0,36.0,20199.0
615,Jiloq,Male,Middle Class,176.0,79.0,36.0,19202.0
616,Ugalol,Female,Poor,161.0,75.0,31.0,20438.0
617,Ebuwar,Male,Rich,169.0,89.0,36.0,18429.0
618,Üfizñ,Female,Rich,172.0,84.0,34.0,20921.0
619,Iveñ,Male,Middle Class,179.0,71.0,40.0,19152.0
620,Oawitj,Male,Rich,179.0,88.0,33.0,20862.0
621,Utoc,Male,Rich,177.0,74.0,38.0,18666.0
622,Übüd,Female,Rich,169.0,66.0,36.0,19127.0
623,Füfuz,Male,Middle Class,175.0,76.0,41.0,21374.0
624,Utüsun,Male,Middle Class,182.0,71.0,32.0,21139.0
625,Ulic,Male,Middle Class,181.0,76.0,39.0,19638.0
626,Awet,Male,Poor,163.0,89.0,31.0,19534.0
627,Umatüb,Female,Middle Class,165.0,89.0,37.0,19756.0
628,Isiw,Female,Poor,184.0,84.0,41.0,20809.0
629,Ütubva,Male,Poor,163.0,87.0,33.0,20302.0
630,Uxexeop,Male,Rich,186.0,71.0,34.0,18408.0
631,Owünol,Male,Poor,173.0,74.0,31.0,18733.0
632,Ebay,Male,Poor,187.0,77.0,41.0,18715.0
633,Üsünacos,Male,Poor,161.0,78.0,35.0,18519.0
634,Osüz,Male,Middle Class,186.0,82.0,41.0,19794.0
635,Ütoqoll,Male,Rich,174.0,69.0,34.0,20946.0
636,Sozox,Male,Poor,166.0,78.0,33.0,21362.0
637,Ilüp,Male,Poor,183.0,78.0,31.0,19561.0
638,Üyhpal,Female,Middle Class,181.0,69.0,37.0,20003.0
639,Ivvimüg,Female,Middle Class,171.0,90.0,37.0,20090.0
640,Ixüd,Female,Middle Class,168.0,85.0,31.0,21281.0
641,Ecihaw,Male,Rich,161.0,68.0,36.0,21488.0
642,Idhühb,Male,Poor,167.0,83.0,32.0,18782.0
643,Oyimus,Female,Poor,182.0,79.0,34.0,18639.0
644,Otüyive,Female,Rich,176.0,70.0,31.0,19872.0
645,Igeyüsac,Male,Rich,182.0,89.0,37.0,18295.0
646,Umaxejb,Male,Middle Class,183.0,76.0,33.0,18868.0
647,Elülonor,Female,Middle Class,189.0,67.0,35.0,20402.0
648,Obor,Male,Rich,183.0,73.0,33.0,19926.0
649,Ilñ,Male,Middle Class,190.0,78.0,34.0,20183.0
650,Egp,Female,Rich,180.0,78.0,36.0,19382.0
651,Odejx,Male,Poor,169.0,87.0,42.0,20987.0
652,Oligoj,Female,Rich,187.0,71.0,42.0,18889.0
653,Añüñaf,Female,Middle Class,173.0,77.0,40.0,18532.0
654,Icux,Female,Rich,178.0,84.0,36.0,19652.0
655,Ibefm,Male,Poor,178.0,76.0,39.0,19708.0
656,Üyib,Male,Middle Class,188.0,78.0,34.0,18838.0
657,Ewlet,Female,Middle Class,171.0,81.0,34.0,18275.0
658,Üloyog,Male,Poor,187.0,90.0,41.0,21420.0
659,Oqaz,Male,Poor,165.0,77.0,31.0,18976.0
660,Oxumodec,Male,Middle Class,166.0,76.0,39.0,18195.0
661,Üvüqs,Female,Poor,181.0,67.0,37.0,18119.0
662,Ficulo,Female,Rich,163.0,66.0,37.0,20517.0
663,Ümatect,Male,Rich,187.0,69.0,36.0,19149.0
664,Donitew,Male,Middle Class,172.0,87.0,38.0,20486.0
665,Aqor,Female,Poor,172.0,75.0,40.0,18896.0
666,Üñül,Male,Poor,165.0,89.0,40.0,21022.0
667,Upex,Male,Rich,190.0,70.0,41.0,18400.0
668,Yuüñ,Female,Poor,190.0,67.0,38.0,19906.0
669,Eyaqvum,Male,Rich,170.0,66.0,38.0,18613.0
670,Icüüv,Male,Rich,161.0,66.0,37.0,18112.0
671,Aldey,Male,Poor,163.0,72.0,42.0,19083.0
672,Qeyag,Female,Middle Class,184.0,85.0,34.0,20372.0
673,Üdp,Male,Rich,183.0,90.0,39.0,19059.0
674,Ibalw,Male,Rich,174.0,90.0,38.0,20440.0
675,Eyañuv,Female,Poor,163.0,82.0,40.0,21152.0
676,Üwiüdx,Male,Rich,185.0,72.0,32.0,20896.0
677,Ewzdex,Female,Poor,171.0,71.0,31.0,20258.0
678,Yor,Female,Rich,164.0,76.0,31.0,19593.0
679,Axoquzou,Male,Rich,161.0,90.0,36.0,20567.0
680,Daf,Male,Middle Class,168.0,66.0,35.0,20220.0
681,Eqiñ,Male,Poor,185.0,82.0,38.0,18499.0
682,Ogeqoñ,Male,Middle Class,183.0,72.0,35.0,18066.0
683,Acuheh,Male,Poor,162.0,66.0,33.0,20591.0
684,Aliy,Male,Rich,165.0,86.0,33.0,18952.0
685,Aluy,Male,Middle Class,175.0,74.0,38.0,21290.0
686,Uzah,Female,Poor,187.0,81.0,42.0,18258.0
687,Ehat,Male,Middle Class,190.0,72.0,39.0,19883.0
688,Üduwaoj,Male,Rich,168.0,82.0,37.0,19810.0
689,Axüminücañ,Male,Rich,176.0,76.0,36.0,21191.0
690,Aqogüwuy,Female,Rich,167.0,76.0,33.0,20222.0
691,Ooguh,Female,Poor,169.0,72.0,41.0,18744.0
692,Urofüci,Male,Middle Class,177.0,86.0,33.0,18716.0
693,Uvimod,Male,Middle Class,177.0,88.0,31.0,21433.0
694,Ülüj,Male,Middle Class,182.0,81.0,39.0,19052.0
695,Üliv,Male,Poor,170.0,84.0,34.0,18862.0
696,Oxiboz,Female,Middle Class,167.0,70.0,31.0,19663.0
697,Aqü,Female,Poor,182.0,75.0,35.0,18612.0
698,Üdoxaf,Female,Poor,161.0,66.0,42.0,19954.0
699,Ütozrñ,Male,Middle Class,181.0,67.0,37.0,19253.0
700,Awuñox,Male,Middle Class,182.0,82.0,38.0,19694.0
701,Ehl,Female,Rich,167.0,72.0,40.0,18132.0
702,Aut,Male,Poor,170.0,68.0,41.0,19839.0
703,Übijol,Female,Poor,163.0,77.0,41.0,19653.0
704,Idafüfaq,Female,Middle Class,166.0,82.0,33.0,18740.0
705,Üvexal,Female,Poor,184.0,80.0,38.0,19529.0
706,Efum,Male,Middle Class,181.0,79.0,42.0,18812.0
707,Üef,Male,Middle Class,168.0,66.0,34.0,19847.0
708,Eyeñatu,Male,Poor,185.0,90.0,37.0,20250.0
709,Urini,Female,Rich,174.0,67.0,41.0,20174.0
710,Ulafelmud,Male,Middle Class,179.0,66.0,38.0,18778.0
711,Hüq,Male,Poor,161.0,69.0,33.0,18028.0
712,Eoq,Male,Rich,169.0,89.0,36.0,20503.0
713,Amuq,Female,Poor,173.0,71.0,40.0,20833.0
714,Ulomesit,Male,Rich,189.0,68.0,38.0,18304.0
715,Üuvij,Male,Poor,164.0,76.0,31.0,19026.0
716,Wüulom,Male,Poor,172.0,67.0,34.0,18865.0
717,Iixim,Female,Poor,173.0,71.0,36.0,21155.0
718,Uxa,Male,Poor,189.0,73.0,38.0,20521.0
719,Elenedub,Female,Middle Class,180.0,82.0,35.0,18165.0
720,Uüloxo,Female,Middle Class,183.0,84.0,40.0,18977.0
721,Edür,Male,Poor,187.0,87.0,34.0,21108.0
722,Ezum,Female,Poor,171.0,76.0,34.0,21079.0
723,Cizs,Male,Rich,165.0,82.0,42.0,18987.0
724,Ajafuy,Male,Middle Class,190.0,86.0,37.0,19534.0
725,Ivozos,Female,Poor,170.0,69.0,42.0,20065.0
726,Utüvüq,Female,Middle Class,185.0,78.0,32.0,18260.0
727,Efom,Male,Middle Class,187.0,78.0,41.0,21431.0
728,Anosüif,Male,Poor,182.0,67.0,38.0,21260.0
729,Ofisefuxil,Male,Middle Class,170.0,74.0,33.0,20680.0
730,Añofaqux,Female,Middle Class,166.0,81.0,35.0,20119.0
731,Itüon,Male,Poor,188.0,77.0,31.0,18141.0
732,Uboqez,Female,Middle Class,165.0,72.0,39.0,21006.0
733,Ijuñ,Male,Poor,184.0,69.0,42.0,21336.0
734,Nzn,Female,Middle Class,170.0,90.0,36.0,18175.0
735,Horünel,Female,Middle Class,184.0,69.0,35.0,18366.0
736,Uzajiaz,Male,Middle Class,178.0,89.0,32.0,21335.0
737,Ahos,Male,Middle Class,174.0,71.0,40.0,20407.0
738,Uyalüeh,Female,Middle Class,172.0,84.0,40.0,18560.0
739,Umumibo,Male,Middle Class,162.0,75.0,37.0,18216.0
740,Eüwü,Female,Middle Class,161.0,69.0,35.0,20115.0
741,Isolax,Female,Middle Class,182.0,72.0,36.0,20144.0
742,Jiwü,Female,Middle Class,176.0,83.0,36.0,21426.0
743,Uqalox,Female,Poor,184.0,79.0,34.0,19814.0
744,Imunaced,Male,Middle Class,167.0,89.0,33.0,19958.0
745,Ümoñus,Male,Rich,173.0,82.0,37.0,21095.0
746,Itifif,Male,Middle Class,181.0,81.0,32.0,19954.0
747,Afuf,Male,Middle Class,178.0,83.0,38.0,21178.0
748,Lipün,Male,Rich,169.0,80.0,33.0,20817.0
749,Opop,Male,Middle Class,174.0,71.0,37.0,19742.0
750,Ürürisiñüq,Male,Rich,187.0,72.0,33.0,19942.0
751,Utiüy,Female,Poor,163.0,78.0,42.0,19801.0
752,Wit,Female,Rich,171.0,78.0,34.0,18803.0
753,Uhduduq,Male,Middle Class,164.0,79.0,37.0,19480.0
754,Useruj,Female,Rich,171.0,90.0,38.0,20205.0
755,Üsuioj,Male,Poor,169.0,72.0,34.0,19915.0
756,Üpin,Female,Rich,190.0,89.0,38.0,18570.0
757,Asen,Female,Middle Class,186.0,73.0,39.0,20349.0
758,Agih,Male,Middle Class,184.0,78.0,39.0,19349.0
759,Ulas,Female,Poor,162.0,84.0,41.0,20816.0
760,Ozey,Female,Poor,190.0,77.0,42.0,18076.0
761,Cañunüm,Female,Rich,165.0,89.0,42.0,21033.0
762,Esüc,Male,Middle Class,168.0,85.0,37.0,19770.0
763,Ori,Female,Rich,169.0,78.0,36.0,21135.0
764,Üluqix,Female,Rich,187.0,76.0,41.0,18640.0
765,Evil,Female,Rich,187.0,84.0,33.0,18100.0
766,Geil,Female,Middle Class,180.0,76.0,39.0,21344.0
767,Ijasomav,Male,Rich,182.0,87.0,33.0,19442.0
768,Uyaqaw,Female,Rich,177.0,67.0,38.0,19872.0
769,Üñjud,Male,Middle Class,174.0,71.0,38.0,18338.0
770,Iüzeg,Female,Rich,177.0,82.0,32.0,19771.0
771,Onoz,Male,Poor,161.0,86.0,31.0,20139.0
772,Oupüus,Female,Middle Class,184.0,69.0,42.0,19533.0
773,Ocfbiras,Female,Poor,186.0,66.0,36.0,20281.0
774,Ijimun,Female,Poor,176.0,83.0,32.0,18419.0
775,Nef,Female,Poor,181.0,89.0,34.0,20292.0
776,Uipu,Male,Poor,165.0,74.0,38.0,18983.0
777,Üjas,Female,Rich,174.0,80.0,42.0,20763.0
778,Uxobüüh,Male,Poor,189.0,69.0,40.0,18079.0
779,Üvu,Female,Middle Class,161.0,77.0,38.0,20420.0
780,Uoqurodim,Female,Middle Class,186.0,88.0,40.0,19645.0
781,Hio,Male,Middle Class,185.0,81.0,35.0,18026.0
782,Ügujüf,Male,Rich,183.0,79.0,41.0,20343.0
783,Eoonüf,Male,Middle Class,172.0,70.0,33.0,19349.0
784,Udevopif,Male,Middle Class,163.0,86.0,40.0,20815.0
785,Ixg,Female,Rich,177.0,76.0,37.0,21066.0
786,Uralitüg,Male,Rich,167.0,86.0,42.0,19899.0
787,Areloñ,Male,Middle Class,181.0,75.0,34.0,21487.0
788,Oduqümaneh,Female,Poor,183.0,74.0,31.0,20045.0
789,Inog,Female,Poor,161.0,77.0,42.0,18731.0
790,Oqox,Female,Middle Class,163.0,88.0,32.0,20579.0
791,Üzejg,Female,Middle Class,165.0,79.0,42.0,20383.0
792,Oliducaj,Male,Rich,162.0,82.0,37.0,18337.0
793,Uxpayl,Female,Poor,181.0,69.0,35.0,19475.0
794,Efvuges,Female,Middle Class,183.0,80.0,33.0,19664.0
795,Uqzoür,Female,Rich,169.0,89.0,36.0,19455.0
796,Ali,Female,Middle Class,167.0,67.0,34.0,21291.0
797,Iloconiv,Male,Middle Class,166.0,83.0,35.0,21258.0
798,Eeloox,Female,Rich,176.0,78.0,34.0,20982.0
799,Amidüvi,Female,Rich,176.0,79.0,41.0,19876.0
800,Ecefufim,Female,Middle Class,182.0,83.0,35.0,18550.0
801,Üñuil,Male,Rich,171.0,77.0,37.0,18281.0
802,Ilowü,Female,Middle Class,181.0,85.0,40.0,19122.0
803,Ugmoyñ,Male,Poor,189.0,69.0,33.0,21259.0
804,Isilüf,Female,Middle Class,165.0,69.0,37.0,21206.0
805,Añefun,Female,Middle Class,175.0,79.0,39.0,18261.0
806,Ejaw,Male,Poor,182.0,80.0,38.0,18469.0
807,Uñacehax,Male,Middle Class,185.0,79.0,38.0,19464.0
808,Uma,Male,Poor,186.0,90.0,31.0,19473.0
809,Hotul,Female,Middle Class,183.0,89.0,34.0,18182.0
810,Oghaw,Male,Rich,186.0,67.0,32.0,20707.0
811,Aqoy,Female,Rich,165.0,79.0,31.0,20988.0
812,Ügarñi,Female,Middle Class,171.0,73.0,42.0,19296.0
813,Apmahm,Male,Rich,168.0,66.0,35.0,21191.0
814,Oyph,Female,Poor,178.0,81.0,42.0,21390.0
815,Oxawoh,Female,Poor,177.0,74.0,39.0,18835.0
816,Ucuwoüv,Male,Middle Class,179.0,71.0,33.0,21072.0
817,Üxürap,Male,Poor,164.0,67.0,37.0,19368.0
818,Liñal,Female,Poor,168.0,77.0,36.0,18179.0
819,Oerid,Female,Middle Class,189.0,77.0,37.0,21082.0
820,Ozuvag,Female,Middle Class,162.0,88.0,36.0,20905.0
821,Uüfüj,Female,Middle Class,173.0,79.0,31.0,19968.0
822,Aruyuc,Male,Middle Class,185.0,80.0,31.0,20223.0
823,Üyodihor,Female,Poor,163.0,84.0,39.0,18889.0
824,Eev,Male,Rich,166.0,81.0,31.0,18081.0
825,Neav,Male,Rich,162.0,71.0,34.0,18693.0
826,Xboyj,Male,Middle Class,182.0,84.0,32.0,18293.0
827,Ixumugil,Male,Rich,179.0,79.0,39.0,21039.0
828,Luap,Female,Rich,181.0,67.0,40.0,20453.0
829,Uqiyal,Female,Middle Class,175.0,78.0,40.0,18486.0
830,Oqiyif,Male,Poor,175.0,88.0,34.0,20986.0
831,Oñaxuf,Male,Middle Class,180.0,66.0,38.0,20497.0
832,Aloqa,Male,Poor,166.0,90.0,40.0,20507.0
833,Ülüxpaj,Female,Rich,179.0,68.0,38.0,21176.0
834,Womlel,Male,Poor,177.0,89.0,31.0,18188.0
835,Ulehor,Female,Rich,176.0,69.0,40.0,18197.0
836,Afoz,Female,Poor,168.0,81.0,33.0,19877.0
837,Üwameqex,Female,Rich,162.0,76.0,42.0,18103.0
838,Ahüs,Male,Middle Class,190.0,81.0,37.0,21029.0
839,Umilüwilif,Female,Middle Class,176.0,90.0,33.0,20871.0
840,Izühügic,Male,Middle Class,185.0,83.0,41.0,20617.0
841,Upühuxal,Female,Poor,189.0,83.0,34.0,20276.0
842,Obüol,Male,Middle Class,163.0,72.0,33.0,19501.0
843,Oidupb,Male,Poor,185.0,73.0,42.0,19231.0
844,Üiqazuzü,Female,Middle Class,184.0,79.0,40.0,21291.0
845,Üdolalir,Female,Middle Class,178.0,88.0,41.0,21133.0
846,Apipig,Male,Rich,171.0,69.0,33.0,20068.0
847,Üvef,Female,Poor,163.0,88.0,37.0,20854.0
848,Vogan,Male,Middle Class,188.0,71.0,42.0,20550.0
849,Acupom,Female,Middle Class,188.0,90.0,34.0,21122.0
850,Uzüzr,Male,Middle Class,165.0,72.0,41.0,19355.0
851,Agir,Male,Poor,183.0,67.0,38.0,19851.0
852,Xüüf,Male,Middle Class,172.0,73.0,31.0,20418.0
853,Peb,Male,Poor,175.0,76.0,31.0,19010.0
854,Eruzet,Male,Rich,189.0,71.0,37.0,19826.0
